[4/18/23 07:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Baked	
[4/18/23 07:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Baked	
