[4/21/23 06:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Fee	
[4/21/23 06:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Fee	
[4/21/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fee	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fee	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fee	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fee	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Fee	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Fee	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fee	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Fee	
[4/24/23 03:08PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fee	
[4/24/23 03:11PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Fee	
[4/24/23 03:12PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fee	
[4/24/23 03:14PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Fee	
[4/24/23 03:15PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Fee	
[4/24/23 03:16PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Fee	
[4/24/23 03:16PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Fee	
[4/24/23 03:18PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Fee	
[4/24/23 03:18PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Fee	
[4/24/23 03:19PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Fee	
