[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: Rory	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/20/23 09:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/20/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/20/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/20/23 09:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/20/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/20/23 09:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/20/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/20/23 09:34PM] Player picked up item: Coin, id: 995, amount: 1787542, owner: Rak	
[4/20/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rak	
[4/20/23 10:05PM] Player picked up item: Coin, id: 995, amount: 1554849, owner: Rak	
[4/20/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rak	
[4/21/23 03:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
[4/21/23 03:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rak	
[4/21/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rak	
[4/21/23 03:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rak	
