[4/20/23 08:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Theonlyguan	
[4/20/23 08:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: 13lackdrag	
[4/20/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 400, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Coin, id: 995, amount: 200, owner: 13lackdrag	
[4/20/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:36AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:37AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: 13lackdrag	
[4/20/23 08:38AM] Player picked up item: Coin, id: 995, amount: 300, owner: 13lackdrag	
