[4/18/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nky	
[4/18/23 11:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nky	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nky	
[4/18/23 11:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
[4/18/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nky	
