[4/15/23 12:26PM] Player picked up item: Coin, id: 995, amount: 100, owner: Aaron	
[4/15/23 12:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aaron	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aaron	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aaron	
[4/15/23 12:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aaron	
[4/15/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aaron	
[4/15/23 12:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Aaron	
[4/15/23 12:32PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aaron	
[4/15/23 12:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Aaron	
[4/15/23 01:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Aaron	
[4/15/23 01:36PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Aaron	
[4/15/23 01:36PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Aaron	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Aaron	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Aaron	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aaron	
[4/15/23 01:43PM] Player picked up item: Coin, id: 995, amount: 2500, owner: Aaron	
[4/15/23 01:43PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aaron	
[4/15/23 01:44PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Aaron	
[4/15/23 01:54PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Aaron	
[4/15/23 01:55PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Aaron	
[4/15/23 01:56PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Aaron	
[4/15/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aaron	
[4/15/23 01:59PM] Player picked up item: Coin, id: 995, amount: 1785603, owner: Aaron	
[4/15/23 02:20PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Aaron	
[4/15/23 02:22PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Aaron	
[4/15/23 02:29PM] Player picked up item: Coin, id: 995, amount: 1905501, owner: Aaron	
[4/15/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aaron	
[4/15/23 03:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Aaron	
[4/15/23 03:27PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Aaron	
[4/15/23 03:31PM] Player picked up item: Coin, id: 995, amount: 1124077, owner: Aaron	
[4/15/23 03:31PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aaron	
[4/15/23 03:43PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Aaron	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Aaron	
[4/15/23 03:43PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Aaron	
[4/15/23 03:43PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Aaron	
[4/15/23 03:44PM] Player picked up item: Coin, id: 995, amount: 8100, owner: Aaron	
[4/15/23 03:44PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 900, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 3600, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Aaron	
[4/15/23 03:45PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 900, owner: Aaron	
[4/15/23 03:46PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Aaron	
