[4/15/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:17AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:34AM] Player picked up item: Fury shark, id: 17817, amount: 1, owner: Cidx	
[4/15/23 07:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:35AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Cidx	
[4/15/23 07:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cidx	
[4/15/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
[4/15/23 07:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cidx	
[4/15/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Cidx	
[4/15/23 07:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Cidx	
[4/15/23 07:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cidx	
