[4/17/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:21PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:23PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:24PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:28PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: I Love You	
[4/17/23 06:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: I Love You	
[4/17/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:33PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:34PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:41PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:44PM] Player picked up item: Coin, id: 995, amount: 300, owner: I Love You	
[4/17/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: I Love You	
[4/17/23 06:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Coin, id: 995, amount: 400, owner: I Love You	
[4/17/23 06:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: I Love You	
