[4/19/23 02:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: F	
[4/19/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: F	
[4/19/23 02:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: F	
[4/19/23 02:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: F	
[4/19/23 02:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: F	
[4/19/23 02:37PM] Player picked up item: Coin, id: 995, amount: 400, owner: F	
[4/19/23 02:37PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: F	
[4/19/23 02:41PM] Player picked up item: Coin, id: 995, amount: 1800, owner: F	
[4/19/23 02:41PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: F	
[4/19/23 02:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: F	
[4/19/23 02:43PM] Player picked up item: Coin, id: 995, amount: 400, owner: F	
[4/19/23 02:46PM] Player picked up item: Coin, id: 995, amount: 1695046, owner: F	
[4/19/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: F	
