[4/17/23 12:05PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Cyber	
[4/17/23 12:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyber	
[4/17/23 12:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Cyber	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 2220270, owner: Cyber	
[4/17/23 12:09PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Cyber	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1243289, owner: Cyber	
[4/17/23 12:09PM] Player picked up item: Coin, id: 995, amount: 1095245, owner: Cyber	
[4/17/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Cyber	
[4/17/23 12:10PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cyber	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Cyber	
[4/17/23 12:11PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Cyber	
[4/17/23 12:11PM] Player picked up item: Coin, id: 995, amount: 3768216, owner: Cyber	
[4/17/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Cyber	
[4/17/23 12:12PM] Player picked up item: Coin, id: 995, amount: 3273444, owner: Cyber	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cyber	
[4/17/23 12:12PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cyber	
[4/17/23 12:14PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cyber	
[4/17/23 12:14PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cyber	
[4/17/23 12:15PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cyber	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cyber	
[4/17/23 12:15PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cyber	
[4/17/23 12:15PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cyber	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cyber	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cyber	
[4/17/23 12:16PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Cyber	
[4/17/23 12:16PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cyber	
[4/17/23 12:17PM] Player picked up item: Coin, id: 995, amount: 1430634, owner: Cyber	
[4/17/23 12:17PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Cyber	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Cyber	
[4/17/23 12:18PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Cyber	
[4/17/23 12:18PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cyber	
[4/17/23 12:19PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Cyber	
[4/17/23 12:19PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Cyber	
[4/17/23 12:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Cyber	
[4/17/23 12:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cyber	
[4/17/23 12:30PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cyber	
[4/17/23 12:30PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cyber	
[4/17/23 12:30PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Cyber	
[4/17/23 12:31PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cyber	
[4/17/23 12:31PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Cyber	
[4/17/23 12:32PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Cyber	
[4/17/23 12:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Cyber	
[4/17/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1707606, owner: Cyber	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Cyber	
[4/17/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Cyber	
[4/17/23 12:33PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Cyber	
[4/17/23 12:36PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Cyber	
[4/17/23 12:36PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Cyber	
[4/17/23 12:40PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Cyber	
[4/17/23 12:40PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Cyber	
