[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Coin, id: 995, amount: 100, owner: Simonrs	
[4/23/23 05:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
[4/23/23 05:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Simonrs	
[4/23/23 05:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Simonrs	
