[4/16/23 07:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nigelow	
[4/16/23 07:22AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nigelow	
[4/16/23 07:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Nigelow	
[4/16/23 07:23AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nigelow	
[4/16/23 07:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nigelow	
[4/16/23 07:24AM] Player picked up item: Coin, id: 995, amount: 2107632, owner: Nigelow	
[4/16/23 07:24AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nigelow	
[4/16/23 07:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nigelow	
[4/16/23 07:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Nigelow	
[4/16/23 07:26AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Nigelow	
[4/16/23 07:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Nigelow	
[4/16/23 07:30AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Nigelow	
[4/16/23 07:30AM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Nigelow	
