[4/19/23 01:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Markwhite93	
[4/19/23 01:02PM] Player picked up item: Coin, id: 995, amount: 200, owner: Markwhite93	
[4/27/23 11:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:10AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Markwhite93	
[4/27/23 11:10AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:10AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Coin, id: 995, amount: 900, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 600, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Coin, id: 995, amount: 300, owner: Markwhite93	
[4/27/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Markwhite93	
