[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Madara	
[4/16/23 01:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 400, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Coin, id: 995, amount: 200, owner: Madara	
[4/16/23 01:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:53PM] Player picked up item: Coin, id: 995, amount: 600, owner: Madara	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Madara	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Madara	
[4/16/23 01:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:54PM] Player picked up item: Coin, id: 995, amount: 1617655, owner: Madara	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Madara	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Madara	
[4/16/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 01:59PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 600, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Coin, id: 995, amount: 300, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
[4/16/23 02:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Madara	
