[4/16/23 04:53AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Panda	
[4/16/23 05:07AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Panda	
[4/16/23 05:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Panda	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Panda	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Panda	
[4/16/23 05:28AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Panda	
[4/16/23 05:30AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Panda	
[4/16/23 05:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Panda	
