[4/15/23 07:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:39PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:42PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:44PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:44PM] Player picked up item: Coin, id: 995, amount: 100, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:46PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:47PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:51PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ctg804	
[4/15/23 07:51PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ctg804	
[4/15/23 07:53PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Ctg804	
[4/15/23 07:53PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Ctg804	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:54PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ctg804	
[4/15/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ctg804	
[4/15/23 07:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Ctg804	
[4/15/23 07:59PM] Player picked up item: Coin, id: 995, amount: 1489690, owner: Ctg804	
[4/15/23 07:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Coin, id: 995, amount: 400, owner: Ctg804	
[4/15/23 08:47PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/15/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ctg804	
[4/15/23 08:49PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Ctg804	
[4/15/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ctg804	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 500, owner: Ctg804	
[4/15/23 09:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Ctg804	
[4/15/23 09:06PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ctg804	
[4/15/23 09:06PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Ctg804	
[4/15/23 09:11PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Ctg804	
[4/15/23 09:11PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Ctg804	
[4/15/23 09:13PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Ctg804	
[4/15/23 09:13PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ctg804	
[4/15/23 09:13PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Ctg804	
[4/15/23 09:15PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Ctg804	
[4/15/23 09:17PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ctg804	
[4/15/23 09:17PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Ctg804	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ctg804	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ctg804	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ctg804	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ctg804	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ctg804	
[4/15/23 09:30PM] Player picked up item: Coin, id: 995, amount: 1172987, owner: Ctg804	
[4/15/23 09:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Ctg804	
[4/15/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Ctg804	
[4/15/23 09:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ctg804	
[4/15/23 09:52PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Ctg804	
[4/15/23 09:54PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Ctg804	
[4/15/23 09:55PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Ctg804	
[4/15/23 09:56PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ctg804	
[4/15/23 09:56PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Ctg804	
[4/15/23 09:56PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Ctg804	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 1616329, owner: Ctg804	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Ctg804	
[4/15/23 10:01PM] Player picked up item: Coin, id: 995, amount: 800, owner: Ctg804	
[4/15/23 10:02PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ctg804	
[4/15/23 10:02PM] Player picked up item: Coin, id: 995, amount: 5600, owner: Ctg804	
[4/15/23 10:03PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Ctg804	
[4/15/23 10:04PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ctg804	
[4/15/23 10:04PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Ctg804	
[4/15/23 10:23PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Ctg804	
[4/15/23 10:23PM] Player picked up item: Coin, id: 995, amount: 900, owner: Ctg804	
[4/15/23 10:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 1341890, owner: Ctg804	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ctg804	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 3384476, owner: Ctg804	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Ctg804	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Ctg804	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Ctg804	
[4/15/23 10:33PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ctg804	
[4/15/23 10:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/15/23 10:34PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 06:54AM] Player picked up item: Coin, id: 995, amount: 1798709, owner: Ctg804	
[4/16/23 06:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ctg804	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ctg804	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:01AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:02AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Ctg804	
[4/16/23 07:03AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ctg804	
[4/16/23 07:03AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:05AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Ctg804	
[4/16/23 07:15AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:15AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:16AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:17AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Ctg804	
[4/16/23 07:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:18AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Ctg804	
[4/16/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/16/23 07:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ctg804	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Ctg804	
[4/16/23 07:19AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Ctg804	
