[4/16/23 06:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:30PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:32PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kto	
[4/16/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:35PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:36PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:36PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:37PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:37PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
[4/16/23 06:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kto	
[4/16/23 06:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kto	
