[4/15/23 11:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Mts Aurexk	
[4/15/23 11:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mts Aurexk	
[4/15/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:04AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mts Aurexk	
[4/15/23 11:07AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:09AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Mts Aurexk	
[4/15/23 11:09AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mts Aurexk	
[4/15/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mts Aurexk	
[4/15/23 11:11AM] Player picked up item: Coin, id: 995, amount: 300, owner: Mts Aurexk	
[4/15/23 11:11AM] Player picked up item: Coin, id: 995, amount: 600, owner: Mts Aurexk	
[4/15/23 11:11AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mts Aurexk	
[4/15/23 11:14AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mts Aurexk	
[4/15/23 11:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:16AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mts Aurexk	
[4/15/23 11:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:21AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mts Aurexk	
[4/15/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 11:22AM] Player picked up item: Coin, id: 995, amount: 400, owner: Mts Aurexk	
[4/15/23 11:23AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Mts Aurexk	
[4/15/23 11:23AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Mts Aurexk	
[4/15/23 11:24AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mts Aurexk	
[4/15/23 11:25AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mts Aurexk	
[4/15/23 11:25AM] Player picked up item: Coin, id: 995, amount: 500, owner: Mts Aurexk	
[4/15/23 11:26AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Mts Aurexk	
[4/15/23 11:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 11:26AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Mts Aurexk	
[4/15/23 11:27AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Mts Aurexk	
[4/15/23 11:27AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Mts Aurexk	
[4/15/23 11:27AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Mts Aurexk	
[4/15/23 11:27AM] Player picked up item: Coin, id: 995, amount: 3500, owner: Mts Aurexk	
[4/15/23 11:27AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Mts Aurexk	
[4/15/23 11:29AM] Player picked up item: Coin, id: 995, amount: 2176888, owner: Mts Aurexk	
[4/15/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 11:41AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mts Aurexk	
[4/15/23 11:42AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Mts Aurexk	
[4/15/23 11:43AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 7000, owner: Mts Aurexk	
[4/15/23 11:44AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 11:46AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mts Aurexk	
[4/15/23 11:49AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Mts Aurexk	
[4/15/23 11:50AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mts Aurexk	
[4/15/23 11:54AM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Mts Aurexk	
[4/15/23 11:55AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mts Aurexk	
[4/15/23 11:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Mts Aurexk	
[4/15/23 11:58AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Mts Aurexk	
[4/15/23 11:59AM] Player picked up item: Coin, id: 995, amount: 1995550, owner: Mts Aurexk	
[4/15/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 12:01PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Mts Aurexk	
[4/15/23 12:02PM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Mts Aurexk	
[4/15/23 12:03PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Mts Aurexk	
[4/15/23 12:03PM] Player picked up item: Revenant Helm, id: 17999, amount: 1, owner: Mts Aurexk	
[4/15/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 12:07PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 12:11PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Mts Aurexk	
[4/15/23 12:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 12:13PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Mts Aurexk	
[4/15/23 12:13PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mts Aurexk	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Mts Aurexk	
[4/15/23 12:13PM] Player picked up item: Coin, id: 995, amount: 5400, owner: Mts Aurexk	
[4/15/23 12:15PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mts Aurexk	
[4/15/23 12:15PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Mts Aurexk	
[4/15/23 12:15PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mts Aurexk	
[4/15/23 12:15PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Mts Aurexk	
[4/15/23 12:15PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Mts Aurexk	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Mts Aurexk	
[4/15/23 12:22PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 12:29PM] Player picked up item: Coin, id: 995, amount: 1071050, owner: Mts Aurexk	
[4/15/23 12:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 12:31PM] Player picked up item: Coin, id: 995, amount: 24000, owner: Mts Aurexk	
[4/15/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 12:34PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Mts Aurexk	
[4/15/23 12:35PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 12:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 12:45PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 12:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Mts Aurexk	
[4/15/23 12:46PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Mts Aurexk	
[4/15/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 12:57PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 12:59PM] Player picked up item: Coin, id: 995, amount: 1147486, owner: Mts Aurexk	
[4/15/23 12:59PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 01:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:02PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:08PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:08PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Mts Aurexk	
[4/15/23 01:09PM] Player picked up item: Mystic gloves, id: 23024, amount: 1, owner: Mts Aurexk	
[4/15/23 01:10PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mts Aurexk	
[4/15/23 01:10PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Mts Aurexk	
[4/15/23 01:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Mts Aurexk	
[4/15/23 01:16PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Mts Aurexk	
[4/15/23 01:17PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:20PM] Player picked up item: Nightmare body, id: 23029, amount: 1, owner: Mts Aurexk	
[4/15/23 01:20PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Mts Aurexk	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 1726830, owner: Mts Aurexk	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Mts Aurexk	
[4/15/23 01:29PM] Player picked up item: Coin, id: 995, amount: 4256810, owner: Mts Aurexk	
[4/15/23 01:29PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Mts Aurexk	
[4/15/23 01:30PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:33PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Mts Aurexk	
[4/15/23 01:33PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Mts Aurexk	
[4/15/23 01:34PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:34PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Mts Aurexk	
[4/15/23 01:34PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mts Aurexk	
[4/15/23 01:36PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 40000, owner: Mts Aurexk	
[4/15/23 01:38PM] Player picked up item: Coin, id: 995, amount: 30000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 20000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mts Aurexk	
[4/15/23 01:40PM] Player picked up item: Coin, id: 995, amount: 10000, owner: Mts Aurexk	
[4/15/23 01:44PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Mts Aurexk	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Mts Aurexk	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Mts Aurexk	
[4/15/23 01:45PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Mts Aurexk	
[4/15/23 01:46PM] Player picked up item: Coin, id: 995, amount: 14000, owner: Mts Aurexk	
[4/15/23 01:48PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mts Aurexk	
[4/15/23 01:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Mts Aurexk	
[4/15/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:50PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
[4/15/23 01:51PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Mts Aurexk	
