[4/22/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Coin, id: 995, amount: 100, owner: Rastities	
[4/22/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:31AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:32AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1370783, owner: Rastities	
[4/22/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rastities	
[4/22/23 08:34AM] Player picked up item: Coin, id: 995, amount: 2615533, owner: Rastities	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Rastities	
[4/22/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rastities	
[4/22/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Rastities	
[4/22/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rastities	
[4/22/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Rastities	
[4/22/23 08:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Rastities	
[4/22/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Rastities	
[4/22/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 08:57AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Rastities	
[4/22/23 09:00AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Rastities	
[4/22/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rastities	
[4/22/23 09:12AM] Player picked up item: Coin, id: 995, amount: 500, owner: Rastities	
[4/22/23 09:16AM] Player picked up item: Coin, id: 995, amount: 600, owner: Rastities	
[4/22/23 09:16AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rastities	
[4/22/23 09:19AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Rastities	
[4/22/23 09:28AM] Player picked up item: Coin, id: 995, amount: 3200, owner: Rastities	
[4/22/23 09:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rastities	
[4/22/23 09:29AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rastities	
[4/22/23 09:29AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rastities	
[4/22/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 09:29AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Rastities	
[4/22/23 09:29AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rastities	
[4/22/23 09:30AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rastities	
[4/22/23 09:31AM] Player picked up item: Coin, id: 995, amount: 800, owner: Rastities	
[4/22/23 09:33AM] Player picked up item: Coin, id: 995, amount: 1827748, owner: Rastities	
[4/22/23 09:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Rastities	
[4/22/23 09:34AM] Player picked up item: Coin, id: 995, amount: 3287944, owner: Rastities	
[4/22/23 09:36AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Rastities	
[4/22/23 09:37AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Rastities	
[4/22/23 09:41AM] Player picked up item: Coin, id: 995, amount: 900, owner: Rastities	
[4/22/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rastities	
[4/22/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rastities	
[4/22/23 09:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rastities	
[4/22/23 09:45AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Rastities	
[4/22/23 09:47AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rastities	
[4/22/23 09:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rastities	
[4/22/23 09:50AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rastities	
[4/22/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 09:51AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rastities	
[4/22/23 09:53AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Rastities	
[4/22/23 09:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Rastities	
[4/22/23 09:53AM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Rastities	
[4/22/23 09:54AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Rastities	
[4/22/23 09:56AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rastities	
[4/22/23 09:58AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Rastities	
[4/22/23 09:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Rastities	
[4/22/23 10:07AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Rastities	
[4/22/23 10:13AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Rastities	
[4/22/23 10:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rastities	
[4/22/23 10:21AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Rastities	
[4/22/23 10:32AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Duke	
[4/22/23 10:33AM] Player picked up item: Coin, id: 995, amount: 1533664, owner: Rastities	
[4/22/23 10:34AM] Player picked up item: Coin, id: 995, amount: 2994355, owner: Rastities	
[4/22/23 10:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rastities	
[4/22/23 10:38AM] Player picked up item: Coin, id: 995, amount: 3870999, owner: Rastities	
[4/22/23 10:39AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Rastities	
[4/22/23 10:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Rastities	
[4/23/23 12:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Rastities	
[4/23/23 12:30AM] Player picked up item: Coin, id: 995, amount: 18000, owner: Rastities	
