[4/23/23 12:27AM] Player picked up item: Coin, id: 995, amount: 900, owner: Life	
[4/23/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Life	
[4/23/23 12:27AM] Player picked up item: Coin, id: 995, amount: 100, owner: Life	
[4/23/23 12:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Life	
[4/23/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Life	
[4/23/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Life	
[4/23/23 12:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:30AM] Player picked up item: Coin, id: 995, amount: 400, owner: Life	
[4/23/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Life	
[4/23/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Life	
[4/23/23 12:30AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Life	
[4/23/23 12:30AM] Player picked up item: Coin, id: 995, amount: 200, owner: Life	
[4/23/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Life	
[4/23/23 12:32AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Life	
[4/23/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Life	
[4/23/23 12:32AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Life	
[4/23/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Life	
[4/23/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Life	
[4/23/23 12:32AM] Player picked up item: Coin, id: 995, amount: 300, owner: Life	
[4/23/23 12:33AM] Player picked up item: Coin, id: 995, amount: 2416909, owner: Life	
[4/23/23 12:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Life	
[4/23/23 12:37AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Life	
[4/23/23 12:37AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Life	
[4/23/23 12:39AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Life	
[4/23/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Life	
[4/23/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:39AM] Player picked up item: Coin, id: 995, amount: 300, owner: Life	
[4/23/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:39AM] Player picked up item: Coin, id: 995, amount: 600, owner: Life	
[4/23/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Life	
[4/23/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Life	
[4/23/23 12:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 12:41AM] Player picked up item: Coin, id: 995, amount: 400, owner: Life	
[4/23/23 12:51AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Life	
[4/23/23 12:51AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Life	
[4/23/23 01:04AM] Player picked up item: Coin, id: 995, amount: 2167546, owner: Life	
[4/23/23 01:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Life	
[4/23/23 01:06AM] Player picked up item: Coin, id: 995, amount: 800, owner: Life	
[4/23/23 01:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Life	
[4/23/23 01:19AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Life	
[4/23/23 01:19AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Life	
[4/23/23 01:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Life	
[4/23/23 01:21AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Life	
[4/23/23 01:22AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:24AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Life	
[4/23/23 01:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:26AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Life	
[4/23/23 01:34AM] Player picked up item: Coin, id: 995, amount: 2262590, owner: Life	
[4/23/23 01:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Life	
[4/23/23 01:37AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:38AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:39AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Life	
[4/23/23 01:39AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Life	
