[4/15/23 08:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Kenpachi	
[4/15/23 08:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Kenpachi	
[4/15/23 08:04PM] Player picked up item: Coin, id: 995, amount: 200, owner: Kenpachi	
[4/15/23 08:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Kenpachi	
[4/15/23 08:12PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Kenpachi	
[4/15/23 08:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Kenpachi	
[4/15/23 08:16PM] Player picked up item: Coin, id: 995, amount: 900, owner: Kenpachi	
[4/15/23 08:19PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Kenpachi	
[4/15/23 08:38PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Kenpachi	
[4/15/23 08:48PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kenpachi	
[4/15/23 08:49PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Kenpachi	
[4/15/23 09:00PM] Player picked up item: Coin, id: 995, amount: 1324609, owner: Kenpachi	
[4/15/23 09:02PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kenpachi	
[4/15/23 09:03PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kenpachi	
[4/15/23 09:03PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Kenpachi	
[4/15/23 09:04PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kenpachi	
[4/15/23 09:04PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kenpachi	
[4/15/23 09:09PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kenpachi	
[4/15/23 09:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Kenpachi	
[4/15/23 09:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Kenpachi	
[4/15/23 09:14PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Kenpachi	
[4/15/23 09:14PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Kenpachi	
[4/15/23 09:17PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Kenpachi	
[4/15/23 09:22PM] Player picked up item: Coin, id: 995, amount: 900, owner: Kenpachi	
[4/15/23 09:27PM] Player picked up item: Coin, id: 995, amount: 5000, owner: Kenpachi	
[4/15/23 09:30PM] Player picked up item: Coin, id: 995, amount: 2484550, owner: Kenpachi	
[4/15/23 09:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kenpachi	
[4/15/23 09:32PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kenpachi	
[4/15/23 09:56PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Kenpachi	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 1635545, owner: Kenpachi	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kenpachi	
[4/15/23 10:11PM] Player picked up item: Patience legs, id: 23036, amount: 1, owner: Kenpachi	
[4/15/23 10:20PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Kenpachi	
[4/15/23 10:21PM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Kenpachi	
[4/15/23 10:24PM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Kenpachi	
[4/15/23 10:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Kenpachi	
[4/15/23 10:29PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Kenpachi	
[4/15/23 10:30PM] Player picked up item: Coin, id: 995, amount: 2067827, owner: Kenpachi	
[4/15/23 10:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kenpachi	
[4/15/23 10:31PM] Player picked up item: Coin, id: 995, amount: 3958222, owner: Kenpachi	
[4/15/23 10:31PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kenpachi	
[4/15/23 10:32PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kenpachi	
[4/15/23 10:32PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kenpachi	
[4/15/23 10:37PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kenpachi	
[4/15/23 10:37PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Kenpachi	
[4/15/23 10:56PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Kenpachi	
[4/15/23 10:56PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Kenpachi	
[4/15/23 11:08PM] Player picked up item: Coin, id: 995, amount: 1168591, owner: Kenpachi	
[4/15/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kenpachi	
[4/15/23 11:09PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kenpachi	
[4/15/23 11:25PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Kenpachi	
[4/15/23 11:26PM] Player picked up item: Coin, id: 995, amount: 3297541, owner: Kenpachi	
[4/15/23 11:26PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Kenpachi	
[4/15/23 11:27PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Kenpachi	
[4/15/23 11:27PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Kenpachi	
[4/15/23 11:29PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Kenpachi	
[4/15/23 11:29PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Kenpachi	
[4/15/23 11:36PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Kenpachi	
[4/15/23 11:45PM] Player picked up item: Gracious Box, id: 15002, amount: 1, owner: Kenpachi	
[4/15/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Kenpachi	
[4/15/23 11:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Kenpachi	
