[4/20/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:22PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:25PM] Player picked up item: Coin, id: 995, amount: 100, owner: Seeker	
[4/20/23 06:27PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Seeker	
[4/20/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Seeker	
[4/20/23 06:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Seeker	
[4/20/23 06:27PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Seeker	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Seeker	
[4/20/23 06:28PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Seeker	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 600, owner: Seeker	
[4/20/23 06:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Seeker	
[4/20/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Seeker	
[4/20/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Seeker	
[4/20/23 06:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Seeker	
[4/20/23 06:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:30PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Seeker	
[4/20/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Seeker	
[4/20/23 06:31PM] Player picked up item: Coin, id: 995, amount: 600, owner: Seeker	
[4/20/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 06:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Seeker	
[4/20/23 06:42PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Mana	
[4/20/23 06:51PM] Player picked up item: Coin, id: 995, amount: 2424192, owner: Seeker	
[4/20/23 06:51PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Seeker	
[4/20/23 06:54PM] Player picked up item: Coin, id: 995, amount: 600, owner: Seeker	
[4/20/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Seeker	
[4/20/23 06:55PM] Player picked up item: Coin, id: 995, amount: 900, owner: Seeker	
[4/20/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Seeker	
[4/20/23 06:55PM] Player picked up item: Coin, id: 995, amount: 300, owner: Seeker	
[4/20/23 06:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Seeker	
[4/20/23 07:02PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Seeker	
[4/20/23 07:02PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Seeker	
[4/20/23 07:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Seeker	
[4/20/23 07:03PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Seeker	
[4/20/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Seeker	
[4/20/23 07:04PM] Player picked up item: Coin, id: 995, amount: 400, owner: Seeker	
[4/20/23 07:05PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Seeker	
[4/20/23 07:06PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Seeker	
[4/20/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Seeker	
[4/20/23 07:11PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Seeker	
[4/20/23 07:22PM] Player picked up item: Coin, id: 995, amount: 3531471, owner: Seeker	
[4/20/23 07:22PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Seeker	
[4/20/23 07:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Seeker	
[4/20/23 07:23PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Seeker	
[4/20/23 07:26PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Seeker	
[4/20/23 07:27PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Seeker	
