[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Insomnium	
[4/18/23 01:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 01:21PM] Player picked up item: Coin, id: 995, amount: 300, owner: Insomnium	
[4/18/23 01:30PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Insomnium	
[4/18/23 01:30PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Insomnium	
[4/18/23 02:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Insomnium	
