[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ozoak	
[4/23/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ozoak	
[4/23/23 05:44AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ozoak	
