[4/19/23 11:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Army	
[4/19/23 11:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:55AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Army	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Army	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Army	
[4/19/23 11:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 800, owner: Army	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Army	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Army	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Army	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 200, owner: Army	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 11:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Army	
[4/19/23 11:58AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Army	
[4/19/23 11:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Army	
[4/19/23 11:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Army	
[4/19/23 12:02PM] Player picked up item: Coin, id: 995, amount: 400, owner: Army	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Army	
[4/19/23 12:03PM] Player picked up item: Coin, id: 995, amount: 400, owner: Army	
[4/19/23 12:05PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Army	
[4/19/23 12:32PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Army	
[4/19/23 12:32PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Army	
[4/19/23 12:32PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Army	
[4/19/23 12:32PM] Player picked up item: Coin, id: 995, amount: 2800, owner: Army	
[4/19/23 12:32PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Army	
[4/19/23 12:32PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Army	
[4/19/23 12:33PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Army	
[4/19/23 12:34PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Army	
[4/19/23 12:34PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Army	
[4/19/23 12:34PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Army	
