[4/22/23 10:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Aurimas	
[4/22/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aurimas	
[4/22/23 10:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Aurimas	
[4/22/23 10:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aurimas	
[4/22/23 10:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aurimas	
[4/22/23 10:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Aurimas	
[4/22/23 10:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aurimas	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Aurimas	
[4/22/23 10:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Aurimas	
[4/22/23 11:04AM] Player picked up item: Coin, id: 995, amount: 1003837, owner: Aurimas	
[4/22/23 11:04AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aurimas	
[4/22/23 11:08AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Aurimas	
[4/22/23 11:08AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Aurimas	
[4/22/23 11:14AM] Player picked up item: Coin, id: 995, amount: 300, owner: Aurimas	
[4/22/23 11:19AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Aurimas	
[4/22/23 11:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Aurimas	
[4/22/23 11:21AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Aurimas	
[4/22/23 11:21AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Aurimas	
[4/22/23 11:40AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Aurimas	
[4/22/23 11:41AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Aurimas	
[4/22/23 11:54AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Aurimas	
[4/22/23 11:57AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Aurimas	
[4/22/23 11:57AM] Player picked up item: Coin, id: 995, amount: 1400, owner: Aurimas	
[4/22/23 11:57AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Aurimas	
[4/22/23 11:59AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Aurimas	
[4/22/23 11:59AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Aurimas	
[4/22/23 12:04PM] Player picked up item: Coin, id: 995, amount: 1413572, owner: Aurimas	
[4/22/23 12:04PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aurimas	
[4/22/23 12:10PM] Player picked up item: Coin, id: 995, amount: 2050547, owner: Aurimas	
[4/22/23 12:10PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Aurimas	
[4/22/23 12:11PM] Player picked up item: Coin, id: 995, amount: 4378684, owner: Aurimas	
[4/22/23 12:11PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Aurimas	
[4/22/23 12:21PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Aurimas	
[4/22/23 12:26PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Aurimas	
[4/22/23 12:29PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Aurimas	
[4/22/23 12:31PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Aurimas	
[4/22/23 12:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Aurimas	
[4/22/23 12:33PM] Player picked up item: Coin, id: 995, amount: 1711066, owner: Aurimas	
[4/22/23 12:34PM] Player picked up item: Coin, id: 995, amount: 2536812, owner: Aurimas	
[4/22/23 12:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Aurimas	
[4/22/23 12:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Aurimas	
[4/22/23 12:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Aurimas	
[4/22/23 12:37PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Aurimas	
[4/22/23 12:38PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Aurimas	
[4/22/23 12:38PM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Aurimas	
