[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:34AM] Player picked up item: Coin, id: 995, amount: 1901507, owner: Crityourclit	
[4/21/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Crityourclit	
[4/21/23 08:35AM] Player picked up item: Coin, id: 995, amount: 2421061, owner: Crityourclit	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Crityourclit	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Crityourclit	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Crityourclit	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Coin, id: 995, amount: 800, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 400, owner: Crityourclit	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Crityourclit	
[4/21/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:49AM] Player picked up item: Starter Body, id: 704, amount: 1, owner: Crityourclit	
[4/21/23 08:49AM] Player picked up item: Starter Legs, id: 705, amount: 1, owner: Crityourclit	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 900, owner: Crityourclit	
[4/21/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 600, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
[4/21/23 08:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Crityourclit	
