[4/16/23 02:33AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:33AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:37AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:37AM] Player picked up item: Coin, id: 995, amount: 100, owner: Erikenzo	
[4/16/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:40AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Erikenzo	
[4/16/23 02:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:42AM] Player picked up item: Coin, id: 995, amount: 400, owner: Erikenzo	
[4/16/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Erikenzo	
[4/16/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 300, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Coin, id: 995, amount: 600, owner: Erikenzo	
[4/16/23 02:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Erikenzo	
[4/16/23 02:47AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Erikenzo	
[4/16/23 02:47AM] Player picked up item: Starter Helm, id: 703, amount: 1, owner: Erikenzo	
[4/16/23 02:47AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Erikenzo	
[4/16/23 02:52AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Erikenzo	
[4/16/23 02:54AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Erikenzo	
[4/16/23 02:55AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Erikenzo	
[4/16/23 02:55AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Erikenzo	
[4/16/23 02:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Erikenzo	
[4/16/23 02:55AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Erikenzo	
[4/16/23 02:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 03:02AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Erikenzo	
[4/16/23 03:13AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Erikenzo	
[4/16/23 03:13AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Erikenzo	
[4/16/23 03:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Erikenzo	
[4/16/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Erikenzo	
[4/16/23 03:18AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Erikenzo	
[4/16/23 03:18AM] Player picked up item: Revenant whip, id: 18011, amount: 1, owner: Erikenzo	
[4/16/23 03:19AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Erikenzo	
[4/16/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Erikenzo	
[4/16/23 03:25AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Erikenzo	
[4/16/23 03:28AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Erikenzo	
[4/16/23 04:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Erikenzo	
[4/16/23 04:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Erikenzo	
[4/16/23 04:45AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Erikenzo	
[4/16/23 04:45AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Erikenzo	
[4/16/23 04:47AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Erikenzo	
[4/16/23 04:48AM] Player picked up item: Coin, id: 995, amount: 2992087, owner: Erikenzo	
[4/16/23 04:48AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Erikenzo	
[4/16/23 04:49AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Erikenzo	
[4/16/23 04:51AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Erikenzo	
[4/16/23 04:51AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Erikenzo	
[4/16/23 04:52AM] Player picked up item: Coin, id: 995, amount: 600, owner: Erikenzo	
[4/16/23 04:53AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Erikenzo	
[4/16/23 04:55AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Erikenzo	
