[4/21/23 08:29AM] Player picked up item: Coin, id: 995, amount: 1352440, owner: Spookyszn	
[4/21/23 08:29AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spookyszn	
[4/21/23 08:30AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Spookyszn	
[4/21/23 08:30AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Spookyszn	
[4/21/23 08:32AM] Player picked up item: Coin, id: 995, amount: 3035682, owner: Spookyszn	
[4/21/23 08:32AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Spookyszn	
[4/21/23 08:33AM] Player picked up item: Coin, id: 995, amount: 1598096, owner: Spookyszn	
[4/21/23 08:33AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Spookyszn	
[4/21/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Spookyszn	
[4/21/23 08:34AM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Spookyszn	
[4/21/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Spookyszn	
[4/21/23 08:35AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Spookyszn	
[4/21/23 08:38AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Spookyszn	
[4/21/23 08:38AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Spookyszn	
[4/21/23 08:39AM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Onlyfans	
[4/21/23 08:39AM] Player picked up item: Starter Defender, id: 19914, amount: 1, owner: Voyage	
[4/21/23 08:40AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Spookyszn	
[4/21/23 08:40AM] Player picked up item: Coin, id: 995, amount: 1939489, owner: Spookyszn	
[4/21/23 08:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Spookyszn	
[4/21/23 08:41AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Spookyszn	
[4/21/23 08:43AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spookyszn	
[4/21/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Spookyszn	
[4/21/23 08:44AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Spookyszn	
[4/21/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spookyszn	
[4/21/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spookyszn	
[4/21/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:52AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
[4/21/23 08:54AM] Player picked up item: Coin, id: 995, amount: 200, owner: Spookyszn	
[4/21/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Spookyszn	
