[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:09AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:09AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:10AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:11AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:28AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:29AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dopamine	
[4/16/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:31AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:32AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:33AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine	
[4/16/23 06:33AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:33AM] Player picked up item: Coin, id: 995, amount: 900, owner: Dopamine	
[4/16/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:34AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Coin, id: 995, amount: 1800, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:36AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 2500, owner: Dopamine	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dopamine	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dopamine	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dopamine	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dopamine	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dopamine	
