[4/23/23 07:11AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Senna Soul	
[4/23/23 07:15AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Senna Soul	
[4/23/23 07:15AM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Senna Soul	
[4/23/23 07:17AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Senna Soul	
[4/23/23 07:28AM] Player picked up item: Coin, id: 995, amount: 400, owner: Senna Soul	
[4/23/23 07:29AM] Player picked up item: Coin, id: 995, amount: 500, owner: Senna Soul	
[4/23/23 07:29AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 07:29AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 07:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Senna Soul	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Senna Soul	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Senna Soul	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Senna Soul	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Senna Soul	
[4/23/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Senna Soul	
[4/23/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Senna Soul	
[4/23/23 08:05AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Senna Soul	
[4/23/23 08:06AM] Player picked up item: Coin, id: 995, amount: 1886826, owner: Senna Soul	
[4/23/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Senna Soul	
[4/23/23 08:06AM] Player picked up item: Coin, id: 995, amount: 3595922, owner: Senna Soul	
[4/23/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Senna Soul	
[4/23/23 08:14AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Senna Soul	
[4/23/23 08:14AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Senna Soul	
[4/23/23 08:15AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Senna Soul	
[4/23/23 08:16AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Senna Soul	
[4/23/23 08:18AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Senna Soul	
[4/23/23 08:20AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Senna Soul	
[4/23/23 08:21AM] Player picked up item: Coin, id: 995, amount: 800, owner: Senna Soul	
[4/23/23 08:22AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Senna Soul	
[4/23/23 08:24AM] Player picked up item: Coin, id: 995, amount: 800, owner: Senna Soul	
[4/23/23 08:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Senna Soul	
[4/23/23 08:25AM] Player picked up item: Coin, id: 995, amount: 800, owner: Senna Soul	
[4/23/23 08:35AM] Player picked up item: Coin, id: 995, amount: 1611286, owner: Senna Soul	
[4/23/23 08:35AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Senna Soul	
[4/23/23 08:40AM] Player picked up item: Coin, id: 995, amount: 3600, owner: Senna Soul	
[4/23/23 08:44AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 08:46AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 08:47AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 08:48AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Senna Soul	
[4/23/23 08:49AM] Player picked up item: Coin, id: 995, amount: 1000, owner: Senna Soul	
[4/23/23 08:51AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Senna Soul	
[4/23/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Senna Soul	
[4/23/23 09:18AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Senna Soul	
[4/23/23 09:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:19AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Senna Soul	
[4/23/23 09:23AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Senna Soul	
[4/23/23 09:23AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:24AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Senna Soul	
[4/23/23 09:25AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Senna Soul	
[4/23/23 09:26AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Senna Soul	
[4/23/23 09:26AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Senna Soul	
[4/23/23 09:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
[4/23/23 09:31AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Senna Soul	
