[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Coin, id: 995, amount: 100, owner: Double P	
[4/18/23 07:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:39PM] Player picked up item: Coin, id: 995, amount: 600, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:40PM] Player picked up item: Coin, id: 995, amount: 200, owner: Double P	
[4/18/23 07:46PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 600, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 900, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Coin, id: 995, amount: 300, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:49PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:50PM] Player picked up item: Coin, id: 995, amount: 300, owner: Double P	
[4/18/23 07:50PM] Player picked up item: Coin, id: 995, amount: 600, owner: Double P	
[4/18/23 07:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:55PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:56PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Coin, id: 995, amount: 400, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Coin, id: 995, amount: 500, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Double P	
[4/18/23 07:58PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Double P	
[4/18/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Double P	
[4/18/23 08:00PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Double P	
[4/18/23 08:00PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Double P	
[4/18/23 08:00PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 10, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Coin, id: 995, amount: 3500, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 9, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Coin, id: 995, amount: 500, owner: Double P	
[4/18/23 08:01PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 08:03PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/18/23 08:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Double P	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Double P	
[4/18/23 08:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Double P	
[4/18/23 08:05PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Double P	
[4/20/23 09:42PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Coin, id: 995, amount: 6400, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 11, owner: Double P	
[4/20/23 09:43PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Double P	
