[4/16/23 01:55PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Zshana	
[4/16/23 01:58PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Tricycle	
[4/16/23 01:58PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Tricycle	
[4/16/23 02:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Tricycle	
[4/16/23 02:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tricycle	
[4/16/23 02:06PM] Player picked up item: Coin, id: 995, amount: 600, owner: Tricycle	
[4/16/23 02:10PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tricycle	
[4/16/23 02:11PM] Player picked up item: Blurite Bow, id: 22175, amount: 1, owner: Tricycle	
[4/16/23 02:17PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 13, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Lava bones, id: 2023, amount: 14, owner: Tricycle	
[4/16/23 02:18PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tricycle	
[4/16/23 02:19PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Tricycle	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Tricycle	
[4/16/23 02:21PM] Player picked up item: Coin, id: 995, amount: 3200, owner: Tricycle	
[4/16/23 02:21PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Tricycle	
[4/16/23 02:22PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Tricycle	
[4/16/23 02:22PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tricycle	
[4/16/23 02:22PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Tricycle	
[4/16/23 02:23PM] Player picked up item: Coin, id: 995, amount: 1870865, owner: Tricycle	
[4/16/23 02:23PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Tricycle	
[4/16/23 02:24PM] Player picked up item: Coin, id: 995, amount: 3220874, owner: Tricycle	
[4/16/23 02:24PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Tricycle	
[4/16/23 02:26PM] Player picked up item: Lava bones, id: 2023, amount: 430, owner: Zshana	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tricycle	
[4/16/23 02:42PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tricycle	
[4/16/23 02:43PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tricycle	
[4/16/23 02:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tricycle	
[4/16/23 02:45PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tricycle	
[4/16/23 02:46PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Tricycle	
[4/16/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tricycle	
[4/16/23 02:51PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Tricycle	
[4/16/23 02:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tricycle	
[4/16/23 02:51PM] Player picked up item: Coin, id: 995, amount: 1000, owner: Tricycle	
[4/16/23 02:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tricycle	
