[4/21/23 10:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:12AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:13AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Coin, id: 995, amount: 100, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:15AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:16AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:18AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:19AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
[4/21/23 10:20AM] Player picked up item: Coin, id: 995, amount: 200, owner: Lungs	
[4/21/23 10:20AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Lungs	
