[4/16/23 04:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Coin, id: 995, amount: 100, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Nelpme	
[4/16/23 04:12PM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Nelpme	
[4/16/23 04:13PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Nelpme	
[4/16/23 04:13PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Nelpme	
[4/16/23 04:13PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Nelpme	
[4/16/23 04:13PM] Player picked up item: Antique lamp, id: 11137, amount: 3, owner: Nelpme	
[4/16/23 04:13PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Nelpme	
[4/16/23 04:14PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:17PM] Player picked up item: Coin, id: 995, amount: 400, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 600, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
[4/16/23 04:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Nelpme	
