[4/19/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Wr3cked	
[4/19/23 11:22AM] Player picked up item: Coin, id: 995, amount: 300, owner: Wr3cked	
[4/19/23 11:22AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wr3cked	
[4/19/23 11:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wr3cked	
[4/19/23 11:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Wr3cked	
[4/19/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Monsou	
[4/19/23 11:36AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wr3cked	
[4/19/23 11:36AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:38AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:38AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Coin, id: 995, amount: 800, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:39AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Coin, id: 995, amount: 400, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Wr3cked	
[4/19/23 11:40AM] Player picked up item: Coin, id: 995, amount: 200, owner: Wr3cked	
[4/19/23 11:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Wr3cked	
[4/19/23 11:43AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Wr3cked	
[4/19/23 11:44AM] Player picked up item: Coin, id: 995, amount: 1170538, owner: Wr3cked	
[4/19/23 11:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Wr3cked	
[4/19/23 11:45AM] Player picked up item: Coin, id: 995, amount: 3372549, owner: Wr3cked	
[4/19/23 11:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Wr3cked	
[4/19/23 11:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Wr3cked	
[4/19/23 11:46AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Wr3cked	
[4/19/23 11:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Wr3cked	
[4/19/23 11:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Wr3cked	
[4/19/23 12:38PM] Player picked up item: Shinigami Head, id: 13328, amount: 1, owner: Wr3cked	
[4/27/23 11:25AM] Player picked up item: Zircon (Warrior), id: 23094, amount: 1, owner: Wr3cked	
