[4/16/23 05:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:23AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:23AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:24AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Coin, id: 995, amount: 100, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:25AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:26AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Coin, id: 995, amount: 200, owner: Mcchowtime	
[4/16/23 05:29AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Mcchowtime	
