[4/22/23 08:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:17PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:19PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Timoteo	
[4/22/23 08:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:21PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 1, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: Double Damage Scroll 30 Minutes, id: 15359, amount: 1, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: PvM Casket, id: 2736, amount: 5, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: Antique lamp, id: 11137, amount: 3, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: Imperial Box, id: 14487, amount: 2, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: DR Potion (Godly), id: 3086, amount: 1, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Timoteo	
[4/22/23 08:22PM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:28PM] Player picked up item: Coin, id: 995, amount: 400, owner: Timoteo	
[4/22/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Timoteo	
[4/22/23 08:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:29PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:29PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 900, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Timoteo	
[4/22/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:32PM] Player picked up item: Coin, id: 995, amount: 600, owner: Timoteo	
[4/22/23 08:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Timoteo	
[4/22/23 08:33PM] Player picked up item: Coin, id: 995, amount: 2351581, owner: Timoteo	
[4/22/23 08:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Timoteo	
[4/22/23 08:34PM] Player picked up item: Coin, id: 995, amount: 3549080, owner: Timoteo	
[4/22/23 08:34PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Timoteo	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Timoteo	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Timoteo	
[4/22/23 08:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Timoteo	
[4/22/23 08:35PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Timoteo	
