[4/15/23 09:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Coin, id: 995, amount: 100, owner: Weed	
[4/15/23 09:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Weed	
[4/15/23 09:37PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Weed	
[4/15/23 09:37PM] Player picked up item: Lava bones, id: 2023, amount: 8, owner: Weed	
[4/15/23 09:45PM] Player picked up item: Coin, id: 995, amount: 200, owner: Weed	
[4/15/23 09:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:49PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Weed	
[4/15/23 09:50PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 09:57PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/15/23 09:58PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Weed	
[4/15/23 09:58PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Weed	
[4/15/23 10:00PM] Player picked up item: Coin, id: 995, amount: 1543017, owner: Weed	
[4/15/23 10:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Weed	
[4/15/23 10:01PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/15/23 10:02PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Weed	
[4/15/23 10:02PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Weed	
[4/15/23 10:02PM] Player picked up item: Coin, id: 995, amount: 500, owner: Weed	
[4/15/23 10:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Weed	
[4/15/23 10:04PM] Player picked up item: Coin, id: 995, amount: 500, owner: Weed	
[4/15/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 10:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Weed	
[4/15/23 10:05PM] Player picked up item: Coin, id: 995, amount: 500, owner: Weed	
[4/15/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Weed	
[4/15/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Coin, id: 995, amount: 1800, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Coin, id: 995, amount: 600, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Weed	
[4/15/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Weed	
[4/15/23 10:16PM] Player picked up item: Coin, id: 995, amount: 600, owner: Weed	
[4/15/23 10:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Weed	
[4/15/23 10:16PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Weed	
[4/15/23 10:16PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Weed	
[4/15/23 10:17PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Weed	
[4/15/23 10:17PM] Player picked up item: Coin, id: 995, amount: 1200, owner: Weed	
[4/15/23 10:18PM] Player picked up item: Coin, id: 995, amount: 700, owner: Weed	
[4/15/23 10:24PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Weed	
[4/15/23 10:26PM] Player picked up item: Coin, id: 995, amount: 800, owner: Weed	
[4/15/23 10:26PM] Player picked up item: Coin, id: 995, amount: 2400, owner: Weed	
