[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:51AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:52AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:54AM] Player picked up item: Coin, id: 995, amount: 1991946, owner: Trobi	
[4/16/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 05:58AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trobi	
[4/16/23 05:58AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trobi	
[4/16/23 05:59AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trobi	
[4/16/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trobi	
[4/16/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:01AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:03AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:03AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:04AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:05AM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Trobi	
[4/16/23 06:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
[4/16/23 06:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trobi	
