[4/17/23 12:52PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:55PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:56PM] Player picked up item: Coin, id: 995, amount: 100, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:57PM] Player picked up item: Coin, id: 995, amount: 200, owner: Brady	
[4/17/23 12:58PM] Player picked up item: Coin, id: 995, amount: 200, owner: Brady	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 12:58PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 01:04PM] Player picked up item: Coin, id: 995, amount: 300, owner: Brady	
[4/17/23 01:20PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Brady	
[4/17/23 01:27PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Brady	
[4/17/23 01:31PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Brady	
[4/17/23 01:34PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Brady	
[4/17/23 01:34PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Brady	
[4/17/23 01:35PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Brady	
[4/17/23 01:35PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Brady	
[4/17/23 01:45PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brady	
[4/17/23 01:45PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brady	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Brady	
[4/17/23 01:49PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/17/23 01:51PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Brady	
[4/17/23 01:59PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Brady	
[4/17/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/17/23 02:09PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brady	
[4/17/23 02:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Brady	
[4/17/23 02:11PM] Player picked up item: Coin, id: 995, amount: 2100, owner: Brady	
[4/17/23 02:17PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brady	
[4/17/23 02:18PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brady	
[4/17/23 02:23PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Brady	
[4/17/23 02:27PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Brady	
[4/17/23 03:50PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Brady	
[4/17/23 03:54PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Brady	
[4/17/23 04:02PM] Player picked up item: Coin, id: 995, amount: 2060964, owner: Brady	
[4/17/23 04:03PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brady	
[4/17/23 04:04PM] Player picked up item: Coin, id: 995, amount: 800, owner: Brady	
[4/17/23 04:05PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Brady	
[4/17/23 08:47PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Slayerfly	
[4/17/23 09:23PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Brady	
[4/17/23 09:27PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Brady	
[4/17/23 09:28PM] Player picked up item: Coin, id: 995, amount: 2179938, owner: Brady	
[4/17/23 09:28PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brady	
[4/17/23 09:54PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Brady	
[4/17/23 09:58PM] Player picked up item: Coin, id: 995, amount: 1907678, owner: Brady	
[4/17/23 09:58PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brady	
[4/17/23 10:00PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Brady	
[4/17/23 10:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/17/23 10:01PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/17/23 10:01PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/17/23 10:08PM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Brady	
[4/17/23 10:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/17/23 10:14PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/17/23 10:15PM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Brady	
[4/17/23 10:22PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/17/23 10:29PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Brady	
[4/17/23 11:01PM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Brady	
[4/18/23 12:08AM] Player picked up item: Mystic book, id: 23027, amount: 1, owner: Brady	
[4/18/23 12:12AM] Player picked up item: Coin, id: 995, amount: 1099491, owner: Brady	
[4/18/23 12:12AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Brady	
[4/18/23 12:15AM] Player picked up item: Nightmare gloves, id: 23031, amount: 1, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Brady	
[4/18/23 12:17AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Brady	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Brady	
[4/18/23 12:18AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Brady	
[4/18/23 12:21AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Brady	
[4/18/23 12:28AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Brady	
[4/18/23 12:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 12:29AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 12:30AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Brady	
[4/18/23 12:30AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brady	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Brady	
[4/18/23 12:42AM] Player picked up item: Coin, id: 995, amount: 3506805, owner: Brady	
[4/18/23 12:42AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Brady	
[4/18/23 12:43AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Brady	
[4/18/23 12:43AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Brady	
[4/18/23 12:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Brady	
[4/18/23 12:45AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Brady	
[4/18/23 12:56AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brady	
[4/18/23 12:56AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brady	
[4/18/23 12:59AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 12:59AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Brady	
[4/18/23 01:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brady	
[4/18/23 01:13AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 01:14AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Brady	
[4/18/23 01:17AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Brady	
[4/18/23 01:17AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Brady	
[4/18/23 01:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Brady	
[4/18/23 01:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Brady	
[4/18/23 01:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Brady	
[4/18/23 01:19AM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Brady	
[4/18/23 01:20AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Brady	
