[4/17/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:12AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:12AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Star	
[4/17/23 09:13AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:14AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:16AM] Player picked up item: Coin, id: 995, amount: 100, owner: Star	
[4/17/23 09:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Star	
[4/17/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:24AM] Player picked up item: Coin, id: 995, amount: 200, owner: Star	
[4/17/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:25AM] Player picked up item: Coin, id: 995, amount: 200, owner: Star	
[4/17/23 09:25AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:27AM] Player picked up item: Coin, id: 995, amount: 300, owner: Star	
[4/17/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Star	
[4/17/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Star	
[4/17/23 09:28AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Star	
[4/17/23 09:29AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Star	
[4/17/23 09:33AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Star	
[4/17/23 09:33AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Star	
