[4/19/23 02:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:46PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:47PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:48PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Coin, id: 995, amount: 200, owner: Classic Irl	
[4/19/23 02:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Classic Irl	
