[4/15/23 05:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shaxx	
[4/15/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:23PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shaxx	
[4/15/23 05:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:24PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shaxx	
[4/15/23 05:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:26PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Shaxx	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:27PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shaxx	
[4/15/23 05:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:28PM] Player picked up item: Coin, id: 995, amount: 100, owner: Shaxx	
[4/15/23 05:28PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:29PM] Player picked up item: Coin, id: 995, amount: 2111637, owner: Shaxx	
[4/15/23 05:29PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shaxx	
[4/15/23 05:30PM] Player picked up item: Coin, id: 995, amount: 2451085, owner: Shaxx	
[4/15/23 05:30PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:40PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Coin, id: 995, amount: 300, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:43PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shaxx	
[4/15/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:45PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:46PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 05:48PM] Player picked up item: Lava bones, id: 2023, amount: 7, owner: Shaxx	
[4/15/23 05:48PM] Player picked up item: Coin, id: 995, amount: 400, owner: Shaxx	
[4/15/23 05:51PM] Player picked up item: Coin, id: 995, amount: 1600, owner: Shaxx	
[4/15/23 05:51PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shaxx	
[4/15/23 05:52PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Shaxx	
[4/15/23 06:00PM] Player picked up item: Coin, id: 995, amount: 1095137, owner: Shaxx	
[4/15/23 06:00PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Shaxx	
[4/15/23 06:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Shaxx	
[4/15/23 06:07PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Shaxx	
[4/15/23 06:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Shaxx	
[4/15/23 06:08PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Shaxx	
[4/15/23 06:10PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Shaxx	
[4/15/23 06:14PM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Shaxx	
[4/15/23 06:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Shaxx	
[4/15/23 06:18PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Shaxx	
[4/15/23 06:20PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shaxx	
[4/15/23 06:25PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shaxx	
[4/15/23 06:27PM] Player picked up item: Coin, id: 995, amount: 800, owner: Shaxx	
[4/15/23 06:27PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shaxx	
[4/15/23 06:27PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Shaxx	
[4/15/23 06:28PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Shaxx	
[4/15/23 06:30PM] Player picked up item: Coin, id: 995, amount: 2195196, owner: Shaxx	
[4/15/23 06:30PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Shaxx	
[4/15/23 06:31PM] Player picked up item: Gracious Box, id: 15002, amount: 2, owner: Shaxx	
[4/15/23 06:31PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Shaxx	
[4/15/23 06:32PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Shaxx	
