[4/20/23 09:00PM] Player picked up item: Coin, id: 995, amount: 100, owner: Afk Soup4	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Afk Soup4	
[4/20/23 09:00PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Pro Jad	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:01PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:01PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:02PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:02PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:04PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Pro Jad	
[4/20/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:06PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:07PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:07PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:08PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:08PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pro Jad	
[4/20/23 09:09PM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Pro Jad	
[4/20/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Coin, id: 995, amount: 200, owner: Pro Jad	
[4/20/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:13PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:18PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
[4/20/23 09:20PM] Player picked up item: Coin, id: 995, amount: 300, owner: Pro Jad	
[4/20/23 09:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Pro Jad	
