[4/16/23 10:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:03PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:03PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:04PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:04PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:05PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:06PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Zatrax	
[4/16/23 10:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zatrax	
