[4/17/23 09:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Mineftw1993	
[4/17/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Mineftw1993	
[4/17/23 09:09PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:09PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:11PM] Player picked up item: Coin, id: 995, amount: 100, owner: Scary Terry	
[4/17/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:12PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:13PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:14PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:15PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:16PM] Player picked up item: Coin, id: 995, amount: 200, owner: Scary Terry	
[4/17/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:17PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:17PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:22PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:22PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:23PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:24PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:25PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Scary Terry	
[4/17/23 09:26PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:26PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:27PM] Player picked up item: Coin, id: 995, amount: 300, owner: Scary Terry	
[4/17/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
[4/17/23 09:27PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scary Terry	
