[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Dezero	
[4/16/23 08:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:48AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dezero	
[4/16/23 08:49AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: Coin, id: 995, amount: 800, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: EXP Potion (Divine), id: 1033, amount: 1, owner: Dezero	
[4/16/23 08:51AM] Player picked up item: DMG Potion (Mortal), id: 3090, amount: 1, owner: Dezero	
[4/16/23 08:53AM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Dezero	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 1571371, owner: Dezero	
[4/16/23 08:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dezero	
[4/16/23 08:54AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 08:55AM] Player picked up item: Coin, id: 995, amount: 400, owner: Dezero	
[4/16/23 09:03AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Dezero	
[4/16/23 09:03AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dezero	
[4/16/23 09:04AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Dezero	
[4/16/23 09:04AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Dezero	
[4/16/23 09:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Dezero	
[4/16/23 09:09AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dezero	
[4/16/23 09:09AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dezero	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dezero	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dezero	
[4/16/23 09:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Dezero	
[4/16/23 09:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Dezero	
[4/16/23 09:11AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Dezero	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 09:12AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 09:13AM] Player picked up item: Coin, id: 995, amount: 600, owner: Dezero	
[4/16/23 09:13AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Dezero	
[4/16/23 09:16AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Dezero	
[4/16/23 09:16AM] Player picked up item: Imperial Minigun, id: 18636, amount: 1, owner: Dezero	
[4/16/23 09:23AM] Player picked up item: Coin, id: 995, amount: 1209531, owner: Dezero	
[4/16/23 09:23AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Dezero	
[4/16/23 09:24AM] Player picked up item: Coin, id: 995, amount: 4003272, owner: Dezero	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Dezero	
[4/16/23 09:24AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Dezero	
[4/16/23 09:24AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Dezero	
[4/16/23 09:27AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Dezero	
[4/16/23 09:27AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Dezero	
[4/16/23 09:32AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Dezero	
[4/16/23 09:32AM] Player picked up item: Patience helm, id: 23034, amount: 1, owner: Dezero	
[4/16/23 09:32AM] Player picked up item: Coin, id: 995, amount: 9000, owner: Dezero	
[4/16/23 09:32AM] Player picked up item: Patience body, id: 23035, amount: 1, owner: Dezero	
[4/16/23 09:35AM] Player picked up item: Coin, id: 995, amount: 10500, owner: Dezero	
[4/16/23 09:35AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Dezero	
[4/16/23 09:38AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Dezero	
