[4/16/23 09:53PM] Player picked up item: Coin, id: 995, amount: 100, owner: Sad	
[4/16/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Sad	
[4/16/23 10:00PM] Player picked up item: Blurite Helm, id: 19984, amount: 1, owner: Sad	
[4/16/23 10:01PM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Sad	
[4/16/23 10:08PM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Sad	
[4/16/23 10:12PM] Player picked up item: Coin, id: 995, amount: 1349409, owner: Sad	
[4/16/23 10:12PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/16/23 10:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sad	
[4/16/23 10:14PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Sad	
[4/16/23 10:17PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Sad	
[4/16/23 10:24PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Sad	
[4/16/23 10:29PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sad	
[4/16/23 10:31PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Sad	
[4/16/23 10:42PM] Player picked up item: Coin, id: 995, amount: 1230567, owner: Sad	
[4/16/23 10:42PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/16/23 10:45PM] Player picked up item: Coin, id: 995, amount: 2106447, owner: Sad	
[4/16/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sad	
[4/16/23 10:51PM] Player picked up item: Revenant Boots, id: 18009, amount: 1, owner: Sad	
[4/16/23 11:03PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Sad	
[4/16/23 11:09PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sad	
[4/16/23 11:14PM] Player picked up item: Coin, id: 995, amount: 1043084, owner: Sad	
[4/16/23 11:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 06:01AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Sad	
[4/17/23 06:11AM] Player picked up item: Coin, id: 995, amount: 2093338, owner: Sad	
[4/17/23 06:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 06:41AM] Player picked up item: Coin, id: 995, amount: 2014001, owner: Sad	
[4/17/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sad	
[4/17/23 06:58AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Sad	
[4/17/23 07:05AM] Player picked up item: Mystic helm, id: 23021, amount: 1, owner: Sad	
[4/17/23 07:10AM] Player picked up item: Coin, id: 995, amount: 2402943, owner: Sad	
[4/17/23 07:10AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 07:41AM] Player picked up item: Coin, id: 995, amount: 2750905, owner: Sad	
[4/17/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Sad	
[4/17/23 07:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sad	
[4/17/23 07:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sad	
[4/17/23 08:10AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Sad	
[4/17/23 08:10AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Sad	
[4/17/23 08:11AM] Player picked up item: Coin, id: 995, amount: 1325625, owner: Sad	
[4/17/23 08:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 08:59AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Sad	
[4/17/23 09:01AM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Sad	
[4/17/23 09:11AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 09:16AM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Sad	
[4/17/23 09:17AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Sad	
[4/17/23 09:17AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Sad	
[4/17/23 09:21AM] Player picked up item: Godly Helm, id: 14050, amount: 1, owner: Coke	
[4/17/23 09:25AM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Sad	
[4/17/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Sad	
[4/17/23 09:44AM] Player picked up item: Coin, id: 995, amount: 2343032, owner: Sad	
[4/17/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Sad	
[4/17/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Sad	
[4/17/23 09:45AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Sad	
[4/17/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 2600, owner: Zshana	
[4/17/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Sad	
[4/19/23 07:50PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Ao	
[4/21/23 08:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Chainz	
[4/21/23 08:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Chainz	
[4/21/23 08:40AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Resi Afk	
[4/21/23 01:17PM] Player picked up item: Progressive Box [T1], id: 10025, amount: 4, owner: Vetbrazil	
[4/21/23 09:58PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Bulba	
[4/21/23 09:58PM] Player picked up item: Sanctum Golem Pet, id: 19481, amount: 1, owner: Sad	
[4/22/23 02:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Sad	
[4/22/23 02:56PM] Player picked up item: Soldier Body, id: 23076, amount: 1, owner: Sad	
[4/22/23 02:56PM] Player picked up item: Soldier Body, id: 23076, amount: 1, owner: Sad	
[4/22/23 03:23PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Sad	
[4/22/23 03:23PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Sad	
[4/23/23 12:52AM] Player picked up item: Nagi Amulet, id: 21068, amount: 1, owner: Sad	
[4/23/23 08:48PM] Player picked up item: Coin, id: 995, amount: 1440000, owner: Sad	
[4/24/23 08:41AM] Player picked up item: Solar Robe Top, id: 15646, amount: 1, owner: Sad	
