[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:34AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Coin, id: 995, amount: 100, owner: Tekk	
[4/23/23 10:36AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:38AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tekk	
[4/23/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tekk	
[4/23/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tekk	
[4/23/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tekk	
[4/23/23 10:38AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tekk	
[4/23/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Tekk	
[4/23/23 10:39AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tekk	
[4/23/23 10:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/23/23 10:40AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Tekk	
[4/26/23 11:20AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/26/23 11:20AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tekk	
[4/26/23 11:20AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Tekk	
[4/26/23 11:20AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Tekk	
[4/26/23 11:22AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Tekk	
[4/26/23 11:22AM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Tekk	
[4/26/23 11:24AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Tekk	
[4/26/23 11:24AM] Player picked up item: Coin, id: 995, amount: 700, owner: Tekk	
[4/26/23 11:25AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tekk	
[4/26/23 11:25AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Tekk	
[4/26/23 11:27AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Tekk	
[4/26/23 11:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tekk	
[4/26/23 11:28AM] Player picked up item: Coin, id: 995, amount: 800, owner: Tekk	
[4/26/23 11:29AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Tekk	
[4/26/23 11:29AM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Tekk	
[4/26/23 11:34AM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Tekk	
[4/26/23 11:37AM] Player picked up item: Imperial gloves, id: 20091, amount: 1, owner: Tekk	
[4/26/23 11:37AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Tekk	
[4/26/23 11:38AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Tekk	
[4/26/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tekk	
[4/26/23 11:46AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tekk	
[4/26/23 11:48AM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tekk	
[4/26/23 11:48AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tekk	
[4/26/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Tekk	
[4/26/23 11:49AM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tekk	
[4/26/23 11:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Tekk	
[4/26/23 11:50AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Tekk	
[4/26/23 11:52AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tekk	
[4/26/23 11:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tekk	
[4/26/23 11:54AM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tekk	
[4/26/23 11:55AM] Player picked up item: Coin, id: 995, amount: 4500, owner: Tekk	
[4/26/23 11:56AM] Player picked up item: Coin, id: 995, amount: 7500, owner: Tekk	
[4/26/23 12:03PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Tekk	
[4/26/23 12:03PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Tekk	
[4/26/23 12:06PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Tekk	
[4/26/23 12:08PM] Player picked up item: Zinq boots, id: 23054, amount: 1, owner: Tekk	
[4/26/23 12:12PM] Player picked up item: Coin, id: 995, amount: 12000, owner: Tekk	
[4/26/23 04:04PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Tekk	
[4/26/23 04:10PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Tekk	
