[4/15/23 11:29PM] Player picked up item: Coin, id: 995, amount: 100, owner: Jj Fly	
[4/15/23 11:44PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/15/23 11:44PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
[4/15/23 11:45PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/15/23 11:45PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/15/23 11:54PM] Player picked up item: Coin, id: 995, amount: 1043864, owner: Jj Fly	
[4/15/23 11:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 12:04AM] Player picked up item: Coin, id: 995, amount: 500, owner: Jj Fly	
[4/16/23 08:34AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jj Fly	
[4/16/23 08:34AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jj Fly	
[4/16/23 08:47AM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Jj Fly	
[4/16/23 09:32AM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Jj Fly	
[4/16/23 09:35AM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Jj Fly	
[4/16/23 09:36AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jj Fly	
[4/16/23 09:37AM] Player picked up item: Coin, id: 995, amount: 1600, owner: Jj Fly	
[4/16/23 09:37AM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Jj Fly	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/16/23 09:40AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/16/23 09:40AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/16/23 09:41AM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Jj Fly	
[4/16/23 09:41AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 2123489, owner: Jj Fly	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 09:42AM] Player picked up item: Coin, id: 995, amount: 1060723, owner: Jj Fly	
[4/16/23 09:42AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 1951460, owner: Jj Fly	
[4/16/23 09:43AM] Player picked up item: Coin, id: 995, amount: 2117554, owner: Jj Fly	
[4/16/23 09:43AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/16/23 09:44AM] Player picked up item: Coin, id: 995, amount: 3742273, owner: Jj Fly	
[4/16/23 09:44AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2081364, owner: Jj Fly	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/16/23 09:45AM] Player picked up item: Coin, id: 995, amount: 2725502, owner: Jj Fly	
[4/16/23 09:45AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/16/23 09:46AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jj Fly	
[4/16/23 09:46AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jj Fly	
[4/16/23 09:46AM] Player picked up item: $10 Bond, id: 23057, amount: 1, owner: Jj Fly	
[4/16/23 09:47AM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Jj Fly	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Jj Fly	
[4/16/23 09:47AM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/16/23 09:47AM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
[4/16/23 09:49AM] Player picked up item: Coin, id: 995, amount: 3924749, owner: Jj Fly	
[4/16/23 09:49AM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Jj Fly	
[4/16/23 09:50AM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Jj Fly	
[4/16/23 09:50AM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Jj Fly	
[4/16/23 09:53AM] Player picked up item: Coin, id: 995, amount: 1359169, owner: Jj Fly	
[4/16/23 09:54AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 10:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 03:50PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jj Fly	
[4/16/23 03:54PM] Player picked up item: Coin, id: 995, amount: 1763705, owner: Jj Fly	
[4/16/23 03:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 04:04PM] Player picked up item: Coin, id: 995, amount: 3000, owner: Jj Fly	
[4/16/23 04:06PM] Player picked up item: Revenant Wings, id: 18005, amount: 1, owner: Jj Fly	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:10PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:10PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 04:11PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:11PM] Player picked up item: Coin, id: 995, amount: 4500, owner: Jj Fly	
[4/16/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 04:11PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 04:12PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Jj Fly	
[4/16/23 04:13PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 2364330, owner: Jj Fly	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 04:24PM] Player picked up item: Coin, id: 995, amount: 3095005, owner: Jj Fly	
[4/16/23 04:24PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Jj Fly	
[4/16/23 04:27PM] Player picked up item: Coin, id: 995, amount: 1500, owner: Jj Fly	
[4/16/23 04:27PM] Player picked up item: Nightmare legs, id: 23030, amount: 1, owner: Jj Fly	
[4/16/23 04:49PM] Player picked up item: Coin, id: 995, amount: 6000, owner: Jj Fly	
[4/16/23 04:52PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Jj Fly	
[4/16/23 04:54PM] Player picked up item: Coin, id: 995, amount: 2275096, owner: Jj Fly	
[4/16/23 04:54PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Jj Fly	
[4/16/23 05:03PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/16/23 05:03PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
[4/16/23 05:06PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Jj Fly	
[4/16/23 05:06PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Jj Fly	
