[4/21/23 03:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Andrew Tate	
[4/21/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andrew Tate	
[4/21/23 03:35PM] Player picked up item: Coin, id: 995, amount: 100, owner: Andrew Tate	
[4/21/23 03:35PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Andrew Tate	
[4/21/23 03:35PM] Player picked up item: Blurite Amulet, id: 19991, amount: 1, owner: Andrew Tate	
[4/21/23 03:35PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andrew Tate	
[4/21/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andrew Tate	
[4/21/23 03:38PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andrew Tate	
[4/21/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Andrew Tate	
[4/21/23 03:39PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andrew Tate	
[4/21/23 03:54PM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Andrew Tate	
[4/21/23 04:04PM] Player picked up item: Coin, id: 995, amount: 2329259, owner: Andrew Tate	
[4/21/23 04:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Andrew Tate	
[4/21/23 04:06PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Andrew Tate	
[4/21/23 04:08PM] Player picked up item: Coin, id: 995, amount: 4000, owner: Andrew Tate	
[4/21/23 04:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Andrew Tate	
[4/21/23 04:10PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Andrew Tate	
[4/21/23 04:18PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Andrew Tate	
[4/21/23 04:19PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Andrew Tate	
[4/21/23 04:19PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Andrew Tate	
[4/21/23 06:33PM] Player picked up item: Coin, id: 995, amount: 1535363, owner: Andrew Tate	
[4/21/23 06:33PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Andrew Tate	
[4/21/23 06:34PM] Player picked up item: Lava bones, id: 2023, amount: 80, owner: Andrew Tate	
[4/21/23 06:35PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Andrew Tate	
[4/21/23 06:35PM] Player picked up item: Lava bones, id: 2023, amount: 200, owner: Andrew Tate	
[4/21/23 06:36PM] Player picked up item: $1 Scroll, id: 10946, amount: 4, owner: Andrew Tate	
[4/21/23 06:37PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Andrew Tate	
[4/21/23 06:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Andrew Tate	
[4/21/23 06:39PM] Player picked up item: $1 Scroll, id: 10946, amount: 10, owner: Andrew Tate	
[4/21/23 06:39PM] Player picked up item: Vote scroll, id: 23020, amount: 6, owner: Andrew Tate	
[4/21/23 07:02PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Andrew Tate	
[4/21/23 07:02PM] Player picked up item: Imperial helm, id: 20086, amount: 1, owner: Andrew Tate	
[4/21/23 07:04PM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Andrew Tate	
[4/21/23 07:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Andrew Tate	
[4/21/23 07:08PM] Player picked up item: Imperial body, id: 20087, amount: 1, owner: Andrew Tate	
[4/21/23 07:08PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Andrew Tate	
[4/21/23 07:08PM] Player picked up item: Imperial amulet, id: 20092, amount: 1, owner: Andrew Tate	
[4/21/23 07:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Andrew Tate	
[4/21/23 07:09PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Andrew Tate	
[4/21/23 07:10PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Andrew Tate	
[4/21/23 07:10PM] Player picked up item: Imperial ring, id: 20093, amount: 1, owner: Andrew Tate	
[4/21/23 07:10PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andrew Tate	
[4/22/23 02:16PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Andrew Tate	
[4/22/23 02:16PM] Player picked up item: Zinq body, id: 23051, amount: 1, owner: Andrew Tate	
[4/22/23 02:16PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Andrew Tate	
[4/22/23 02:16PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Andrew Tate	
[4/22/23 02:16PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Andrew Tate	
[4/22/23 02:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Andrew Tate	
[4/22/23 02:17PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Andrew Tate	
[4/22/23 02:19PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Andrew Tate	
[4/22/23 02:19PM] Player picked up item: Zinq shield, id: 23056, amount: 1, owner: Andrew Tate	
[4/22/23 02:21PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Andrew Tate	
[4/22/23 02:21PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Andrew Tate	
[4/22/23 02:21PM] Player picked up item: Zinq helm, id: 23050, amount: 1, owner: Andrew Tate	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Andrew Tate	
[4/22/23 02:25PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Andrew Tate	
