[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 02:58AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 02:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:00AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:00AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 100, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:02AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:14AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Coin, id: 995, amount: 200, owner: Trent	
[4/17/23 03:15AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:17AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 600, owner: Trent	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Trent	
[4/17/23 03:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:18AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Blurite Gloves, id: 19988, amount: 1, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:20AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Trent	
[4/17/23 03:20AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Trent	
[4/17/23 03:20AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:21AM] Player picked up item: Coin, id: 995, amount: 300, owner: Trent	
[4/17/23 03:21AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
[4/17/23 03:23AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Coin, id: 995, amount: 400, owner: Trent	
[4/17/23 03:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Trent	
