[4/21/23 07:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 07:57AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 07:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Coin, id: 995, amount: 100, owner: Zuk	
[4/21/23 08:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:02AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 400, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 600, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:05AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Zuk	
[4/21/23 08:06AM] Player picked up item: Coin, id: 995, amount: 200, owner: Zuk	
