[4/20/23 11:20PM] Player picked up item: Coin, id: 995, amount: 100, owner: Arnie	
[4/20/23 11:20PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arnie	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Arnie	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arnie	
[4/20/23 11:21PM] Player picked up item: Lava bones, id: 2023, amount: 6, owner: Arnie	
[4/20/23 11:26PM] Player picked up item: Coin, id: 995, amount: 400, owner: Arnie	
[4/20/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arnie	
[4/20/23 11:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arnie	
[4/20/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:31PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:31PM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Arnie	
[4/20/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Arnie	
[4/20/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Arnie	
[4/20/23 11:32PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Arnie	
[4/20/23 11:34PM] Player picked up item: Coin, id: 995, amount: 2395245, owner: Arnie	
[4/20/23 11:34PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Arnie	
[4/20/23 11:35PM] Player picked up item: Coin, id: 995, amount: 4182343, owner: Arnie	
[4/20/23 11:35PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Arnie	
[4/20/23 11:36PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Arnie	
[4/20/23 11:37PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Arnie	
[4/20/23 11:53PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Arnie	
[4/20/23 11:57PM] Player picked up item: Imperial boots, id: 20089, amount: 1, owner: Arnie	
[4/20/23 11:59PM] Player picked up item: Imperial legs, id: 20088, amount: 1, owner: Arnie	
