[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Skoblin	
[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:32PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Coin, id: 995, amount: 600, owner: Smokin	
[4/17/23 05:33PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:34PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:41PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:42PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Smokin	
[4/17/23 05:43PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Smokin	
[4/17/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Smokin	
[4/17/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:44PM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Smokin	
[4/17/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smokin	
[4/17/23 05:47PM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Smokin	
