[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ruvk	
[4/20/23 08:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:44AM] Player picked up item: Coin, id: 995, amount: 200, owner: Ruvk	
[4/20/23 08:47AM] Player picked up item: Blurite Ring, id: 19992, amount: 1, owner: Ruvk	
[4/20/23 08:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Ruvk	
[4/20/23 08:47AM] Player picked up item: Coin, id: 995, amount: 300, owner: Ruvk	
[4/20/23 08:48AM] Player picked up item: Blurite Boots, id: 19989, amount: 1, owner: Ruvk	
[4/20/23 08:49AM] Player picked up item: Coin, id: 995, amount: 900, owner: Ruvk	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Ruvk	
[4/20/23 08:49AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Ruvk	
[4/20/23 08:51AM] Player picked up item: Coin, id: 995, amount: 1483566, owner: Ruvk	
[4/20/23 08:51AM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Ruvk	
[4/20/23 08:52AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Ruvk	
[4/20/23 08:52AM] Player picked up item: Coin, id: 995, amount: 400, owner: Ruvk	
