[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/18/23 09:35PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/18/23 09:43PM] Player picked up item: Coin, id: 995, amount: 1809289, owner: Fellox	
[4/18/23 09:43PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fellox	
[4/18/23 09:46PM] Player picked up item: Coin, id: 995, amount: 3873524, owner: Fellox	
[4/18/23 09:46PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fellox	
[4/18/23 09:51PM] Player picked up item: Starter Blade, id: 22084, amount: 1, owner: Fellox	
[4/18/23 09:52PM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Fellox	
[4/18/23 10:14PM] Player picked up item: Coin, id: 995, amount: 1003629, owner: Fellox	
[4/18/23 10:14PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fellox	
[4/18/23 10:20PM] Player picked up item: $1 Scroll, id: 10946, amount: 5, owner: Fellox	
[4/18/23 10:20PM] Player picked up item: Vote scroll, id: 23020, amount: 3, owner: Fellox	
[4/18/23 10:45PM] Player picked up item: Coin, id: 995, amount: 3935951, owner: Fellox	
[4/18/23 10:45PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fellox	
[4/18/23 10:48PM] Player picked up item: Lava bones, id: 2023, amount: 100, owner: Fellox	
[4/18/23 10:48PM] Player picked up item: $1 Scroll, id: 10946, amount: 1, owner: Fellox	
[4/18/23 10:52PM] Player picked up item: Lava bones, id: 2023, amount: 300, owner: Fellox	
[4/18/23 10:52PM] Player picked up item: $1 Scroll, id: 10946, amount: 2, owner: Fellox	
[4/18/23 11:08PM] Player picked up item: Coin, id: 995, amount: 1969627, owner: Fellox	
[4/18/23 11:08PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fellox	
[4/18/23 11:29PM] Player picked up item: Coin, id: 995, amount: 1400, owner: Fellox	
[4/18/23 11:30PM] Player picked up item: Coin, id: 995, amount: 700, owner: Fellox	
[4/18/23 11:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fellox	
[4/18/23 11:30PM] Player picked up item: Imperial Box, id: 14487, amount: 1, owner: Fellox	
[4/18/23 11:38PM] Player picked up item: Coin, id: 995, amount: 2133147, owner: Fellox	
[4/18/23 11:38PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Fellox	
[4/18/23 11:42PM] Player picked up item: Coin, id: 995, amount: 3775126, owner: Fellox	
[4/18/23 11:42PM] Player picked up item: Lava bones, id: 2023, amount: 40, owner: Fellox	
[4/18/23 11:48PM] Player picked up item: Revenant Legs, id: 18003, amount: 1, owner: Fellox	
[4/18/23 11:49PM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/18/23 11:59PM] Player picked up item: Zinq sword, id: 23055, amount: 1, owner: Fellox	
[4/19/23 12:00AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fellox	
[4/19/23 12:00AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fellox	
[4/19/23 12:03AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/19/23 12:09AM] Player picked up item: Lava bones, id: 2023, amount: 50, owner: Fellox	
[4/19/23 12:11AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/19/23 12:11AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/19/23 12:13AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/19/23 12:13AM] Player picked up item: Coin, id: 995, amount: 12000, owner: Fellox	
[4/19/23 12:13AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fellox	
[4/19/23 12:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fellox	
[4/19/23 12:13AM] Player picked up item: Zinq legs, id: 23052, amount: 1, owner: Fellox	
[4/19/23 12:15AM] Player picked up item: Coin, id: 995, amount: 4000, owner: Fellox	
[4/19/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fellox	
[4/19/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/19/23 12:16AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fellox	
[4/19/23 12:16AM] Player picked up item: Lava bones, id: 2023, amount: 12, owner: Fellox	
[4/19/23 12:17AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/19/23 12:18AM] Player picked up item: Coin, id: 995, amount: 2000, owner: Fellox	
[4/19/23 12:18AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/19/23 12:19AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fellox	
[4/19/23 12:19AM] Player picked up item: Coin, id: 995, amount: 8000, owner: Fellox	
[4/19/23 12:19AM] Player picked up item: Coin, id: 995, amount: 10000, owner: Fellox	
[4/19/23 12:44AM] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: Rks	
[4/19/23 12:44AM] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: Rks	
[4/19/23 12:44AM] Player picked up item: Rage attachment, id: 9083, amount: 1, owner: Rks	
