[4/20/23 04:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:14PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:15PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:15PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Coin, id: 995, amount: 100, owner: Voodoo	
[4/20/23 04:16PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:17PM] Player picked up item: Coin, id: 995, amount: 400, owner: Voodoo	
[4/20/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voodoo	
[4/20/23 04:17PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:17PM] Player picked up item: Coin, id: 995, amount: 600, owner: Voodoo	
[4/20/23 04:17PM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:18PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:19PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:20PM] Player picked up item: Coin, id: 995, amount: 2189954, owner: Voodoo	
[4/20/23 04:20PM] Player picked up item: Lava bones, id: 2023, amount: 25, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:28PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Coin, id: 995, amount: 200, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:29PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:30PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:31PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
[4/20/23 04:32PM] Player picked up item: Coin, id: 995, amount: 300, owner: Voodoo	
[4/20/23 04:32PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Voodoo	
