[4/22/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:45AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Coin, id: 995, amount: 100, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:46AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:47AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:48AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:49AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Coin, id: 995, amount: 200, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:50AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:51AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:52AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Coin, id: 995, amount: 300, owner: Scratch Max	
[4/22/23 03:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:57AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:58AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 03:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Coin, id: 995, amount: 400, owner: Scratch Max	
[4/22/23 04:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Scratch Max	
