[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:22AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Partyskiller	
[4/18/23 05:24AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Partyskiller	
