[4/18/23 09:48PM] Player picked up item: Coin, id: 995, amount: 100, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:48PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:49PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:51PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Blurite Legs, id: 19986, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:52PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:53PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:53PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:54PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:54PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:55PM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Coin, id: 995, amount: 200, owner: Chrispbacon	
[4/18/23 09:56PM] Player picked up item: Vial, id: 229, amount: 1, owner: Chrispbacon	
