[4/23/23 05:53AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:53AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:54AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Coin, id: 995, amount: 100, owner: Etanasergei	
[4/23/23 05:55AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:56AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:56AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:57AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 05:59AM] Player picked up item: Starter Cannon, id: 22083, amount: 1, owner: Etanasergei	
[4/23/23 05:59AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 05:59AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:00AM] Player picked up item: Coin, id: 995, amount: 200, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:01AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 300, owner: Etanasergei	
[4/23/23 06:02AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Etanasergei	
[4/23/23 06:02AM] Player picked up item: Coin, id: 995, amount: 600, owner: Etanasergei	
