[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:35AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:39AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:40AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:40AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 500, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 5, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:41AM] Player picked up item: Lava bones, id: 2023, amount: 4, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Blurite Cape, id: 20400, amount: 1, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 3, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Coin, id: 995, amount: 100, owner: Fox	
[4/16/23 06:42AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 400, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Coin, id: 995, amount: 200, owner: Fox	
[4/16/23 06:43AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Blurite Box, id: 14488, amount: 1, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 300, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
[4/16/23 06:44AM] Player picked up item: Coin, id: 995, amount: 900, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 2, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Blurite Body, id: 19985, amount: 1, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Coin, id: 995, amount: 1200, owner: Fox	
[4/16/23 06:45AM] Player picked up item: Lava bones, id: 2023, amount: 1, owner: Fox	
